"movieId","title","imdbId","runtime","imdbRating","revenue","released","budget","genre"
"1927","All Quiet on the Western Front","0020629","136","8.1","3270000","1930-08-24","1448864","War"
"1927","All Quiet on the Western Front","0020629","136","8.1","3270000","1930-08-24","1448864","Drama"
"1927","All Quiet on the Western Front","0020629","136","8.1","3270000","1930-08-24","1448864","Action"
"7706","Animal Crackers","0020640","97","7.7","","1930-08-28","","Musical"
"7706","Animal Crackers","0020640","97","7.7","","1930-08-28","","Comedy"
"4970","Blue Angel, The (Blaue Engel, Der)","0020697","124","7.8","","1931-01-03","","Drama"
"25773","Little Caesar","0021079","79","7.4","","1931-01-25","","Crime"
"25773","Little Caesar","0021079","79","7.4","","1931-01-25","","Drama"
"2219","Murder!","0021165","92","6.4","","1930-11-24","","Thriller"
"2219","Murder!","0021165","92","6.4","","1930-11-24","","Mystery"
"25774","Golden Age, The (Âge d'Or, L')","0021577","63","7.5","7940","1979-11-01","","Drama"
"25774","Golden Age, The (Âge d'Or, L')","0021577","63","7.5","7940","1979-11-01","","Comedy"
"25774","Golden Age, The (Âge d'Or, L')","0021577","63","7.5","7940","1979-11-01","","Romance"
"1928","Cimarron","0021746","123","6.0","","1931-02-09","","Drama"
"1928","Cimarron","0021746","123","6.0","","1931-02-09","","Western"
"3307","City Lights","0021749","87","8.6","19181","1931-03-07","1500000","Drama"
"3307","City Lights","0021749","87","8.6","19181","1931-03-07","1500000","Comedy"
"3307","City Lights","0021749","87","8.6","19181","1931-03-07","1500000","Romance"
"2644","Dracula","0021814","85","7.6","700000","1931-02-14","355000","Horror"
"32280","The 3 Penny Opera","0021818","112","7.4","","1956-10-19","","Musical"
"32280","The 3 Penny Opera","0021818","112","7.4","","1956-10-19","","Comedy"
"32280","The 3 Penny Opera","0021818","112","7.4","","1956-10-19","","Drama"
"2648","Frankenstein","0021884","70","8.0","12000000","1931-11-21","291000","Horror"
"2648","Frankenstein","0021884","70","8.0","12000000","1931-11-21","291000","Drama"
"2648","Frankenstein","0021884","70","8.0","12000000","1931-11-21","291000","Sci-Fi"
"72683","Limit (Limite)","0022080","114","7.4","","1931-10-01","","Drama"
"1260","M","0022100","99","8.4","","1931-08-31","","Thriller"
"1260","M","0022100","99","8.4","","1931-08-31","","Crime"
"1260","M","0022100","99","8.4","","1931-08-31","","Film-Noir"
"8228","Maltese Falcon, The (a.k.a. Dangerous Female)","0022111","80","7.4","","1931-06-13","","Mystery"
"25777","Monkey Business","0022158","77","7.6","","1931-09-19","","Comedy"
"7056","Public Enemy, The","0022286","83","7.8","","1931-04-23","","Drama"
"7056","Public Enemy, The","0022286","83","7.8","","1931-04-23","","Crime"
"7056","Public Enemy, The","0022286","83","7.8","","1931-04-23","","Action"
"5599","Tabu: A Story of the South Seas","0022458","86","7.6","","1931-03-19","","Romance"
"5599","Tabu: A Story of the South Seas","0022458","86","7.6","","1931-03-19","","Drama"
"5560","À nous la liberté (Freedom for Us)","0022599","97","7.7","","1931-12-31","","Comedy"
"5560","À nous la liberté (Freedom for Us)","0022599","97","7.7","","1931-12-31","","Musical"
"976","Farewell to Arms, A","0022879","80","6.6","","1932-12-08","","War"
"976","Farewell to Arms, A","0022879","80","6.6","","1932-12-08","","Romance"
"8507","Freaks","0022913","64","8.0","","1932-02-20","310607","Drama"
"8507","Freaks","0022913","64","8.0","","1932-02-20","310607","Crime"
"8507","Freaks","0022913","64","8.0","","1932-02-20","310607","Horror"
"1929","Grand Hotel","0022958","112","7.6","2594000","1932-09-11","700000","Romance"
"1929","Grand Hotel","0022958","112","7.6","2594000","1932-09-11","700000","Drama"
"7091","Horse Feathers","0023027","68","7.7","","1932-08-19","","Comedy"
"8044","I Am a Fugitive from a Chain Gang","0023042","92","8.1","","1932-11-19","195845","Crime"
"8044","I Am a Fugitive from a Chain Gang","0023042","92","8.1","","1932-11-19","195845","Drama"
"8044","I Am a Fugitive from a Chain Gang","0023042","92","8.1","","1932-11-19","195845","Film-Noir"
"2633","Mummy, The","0023245","73","7.2","","1932-12-22","196000","Horror"
"2633","Mummy, The","0023245","73","7.2","","1932-12-22","196000","Romance"
"2214","Number Seventeen (a.k.a. Number 17)","0023285","66","5.9","","1932-11-07","","Thriller"
"123663","The Passionate Plumber","0023322","73","6.0","","1932-02-06","","Comedy"
"2904","Rain","0023369","94","6.9","","1932-10-12","","Drama"
"53038","Red Dust","0023382","83","7.4","","1932-10-22","408000","Drama"
"2215","Rich and Strange","0023395","83","5.9","","1932-06-13","","Romance"
"2215","Rich and Strange","0023395","83","5.9","","1932-06-13","","Comedy"
"25788","Scarface","0023427","93","7.8","600000","1932-04-09","","Crime"
"25788","Scarface","0023427","93","7.8","600000","1932-04-09","","Drama"
"8670","Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)","0023563","122","7.9","27690","","","Crime"
"8670","Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)","0023563","122","7.9","27690","","","Horror"
"8670","Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)","0023563","122","7.9","27690","","","Thriller"
"8670","Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)","0023563","122","7.9","27690","","","Mystery"
"3739","Trouble in Paradise","0023622","83","8.2","","1932-10-21","","Romance"
"3739","Trouble in Paradise","0023622","83","8.2","","1932-10-21","","Comedy"
"25792","I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo)","0023634","100","8.1","","1932-06-03","","Drama"
"25792","I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo)","0023634","100","8.1","","1932-06-03","","Comedy"
"7881","White Zombie","0023694","69","6.5","","1932-08-04","50000","Horror"
"80748","Alice in Wonderland","0023753","76","6.6","","1933-12-22","","Children"
"80748","Alice in Wonderland","0023753","76","6.6","","1933-12-22","","Fantasy"
"80748","Alice in Wonderland","0023753","76","6.6","","1933-12-22","","Adventure"
"25795","Dinner at Eight","0023948","111","7.8","2156000","1934-01-12","435000","Drama"
"25795","Dinner at Eight","0023948","111","7.8","2156000","1934-01-12","435000","Romance"
"25795","Dinner at Eight","0023948","111","7.8","2156000","1934-01-12","435000","Comedy"
"1256","Duck Soup","0023969","68","8.0","","1933-11-17","","War"
"1256","Duck Soup","0023969","68","8.0","","1933-11-17","","Musical"
"1256","Duck Soup","0023969","68","8.0","","1933-11-17","","Comedy"
"7080","42nd Street","0024034","89","7.7","2281000","1933-03-11","439000","Drama"
"7080","42nd Street","0024034","89","7.7","2281000","1933-03-11","439000","Musical"
"7080","42nd Street","0024034","89","7.7","2281000","1933-03-11","439000","Romance"
"7081","I'm No Angel","0024166","87","7.0","2850000","1933-10-06","225000","Comedy"
"3932","Invisible Man, The","0024184","71","7.7","","1933-11-13","328000","Horror"
"3932","Invisible Man, The","0024184","71","7.7","","1933-11-13","328000","Sci-Fi"
"2366","King Kong","0024216","100","8.0","10000000","1933-04-07","672000","Horror"
"2366","King Kong","0024216","100","8.0","10000000","1933-04-07","672000","Fantasy"
"2366","King Kong","0024216","100","8.0","10000000","1933-04-07","672000","Adventure"
"2366","King Kong","0024216","100","8.0","10000000","1933-04-07","672000","Action"
"4921","Little Women","0024264","115","7.4","","1933-11-24","424","Romance"
"4921","Little Women","0024264","115","7.4","","1933-11-24","424","Drama"
"48301","Private Life of Henry VIII, The","0024473","97","7.3","","1933-09-21","","Drama"
"48301","Private Life of Henry VIII, The","0024473","97","7.3","","1933-09-21","","Comedy"
"8256","Queen Christina","0024481","99","7.9","2610000","1934-02-09","1114000","Romance"
"8256","Queen Christina","0024481","99","7.9","2610000","1934-02-09","1114000","Drama"
"25801","She Done Him Wrong","0024548","66","6.5","2200000","1933-02-09","200000","Romance"
"25801","She Done Him Wrong","0024548","66","6.5","2200000","1933-02-09","200000","Comedy"
"71102","Three Musketeers, The","0024663","210","5.5","","1933-04-07","","Action"
"71102","Three Musketeers, The","0024663","210","5.5","","1933-04-07","","Adventure"
"71102","Three Musketeers, The","0024663","210","5.5","","1933-04-07","","Thriller"
"70121","'Neath the Arizona Skies","0024805","52","5.1","","1934-12-05","","Western"
"25805","Atalante, L'","0024844","89","7.9","","1947-06-21","","Comedy"
"25805","Atalante, L'","0024844","89","7.9","","1947-06-21","","Drama"
"25805","Atalante, L'","0024844","89","7.9","","1947-06-21","","Romance"
"3086","Babes in Toyland","0024852","77","7.4","","1934-12-14","","Musical"
"3086","Babes in Toyland","0024852","77","7.4","","1934-12-14","","Children"
"3086","Babes in Toyland","0024852","77","7.4","","1934-12-14","","Comedy"
"3086","Babes in Toyland","0024852","77","7.4","","1934-12-14","","Fantasy"
"98458","Baby Take a Bow","0024854","76","6.6","","1934-06-30","","Drama"
"98458","Baby Take a Bow","0024854","76","6.6","","1934-06-30","","Children"
"98458","Baby Take a Bow","0024854","76","6.6","","1934-06-30","","Comedy"
"25807","Black Cat, The","0024894","65","7.2","236000","1934-05-07","95745","Horror"
"25807","Black Cat, The","0024894","65","7.2","236000","1934-05-07","95745","Adventure"
"25807","Black Cat, The","0024894","65","7.2","236000","1934-05-07","95745","Thriller"
"25807","Black Cat, The","0024894","65","7.2","236000","1934-05-07","95745","Crime"
"5097","Bright Eyes","0024914","85","7.3","","1934-12-28","","Drama"
"5097","Bright Eyes","0024914","85","7.3","","1934-12-28","","Comedy"
"907","Gay Divorcee, The","0025164","107","7.6","","1934-10-12","520000","Musical"
"907","Gay Divorcee, The","0025164","107","7.6","","1934-10-12","520000","Comedy"
"907","Gay Divorcee, The","0025164","107","7.6","","1934-10-12","520000","Romance"
"905","It Happened One Night","0025316","105","8.2","4500000","1934-02-23","325000","Romance"
"905","It Happened One Night","0025316","105","8.2","4500000","1934-02-23","325000","Comedy"
"2212","Man Who Knew Too Much, The","0025452","75","6.9","10250000","1935-04-15","2500000","Drama"
"2212","Man Who Knew Too Much, The","0025452","75","6.9","10250000","1935-04-15","2500000","Thriller"
"99270","Stand Up and Cheer!","0025829","68","5.7","","1934-05-04","","Comedy"
"99270","Stand Up and Cheer!","0025829","68","5.7","","1934-05-04","","Musical"
"39779","Tarzan and His Mate","0025862","104","7.6","","1934-04-20","95","Action"
"39779","Tarzan and His Mate","0025862","104","7.6","","1934-04-20","95","Adventure"
"950","Thin Man, The","0025878","91","8.2","1423000","1934-05-25","226408","Comedy"
"950","Thin Man, The","0025878","91","8.2","1423000","1934-05-25","226408","Crime"
"4278","Triumph of the Will (Triumph des Willens)","0025913","110","7.5","","1935-03-28","","Documentary"
"32160","Twentieth Century","0025919","91","7.9","","1934-05-11","","Comedy"
"965","39 Steps, The","0026029","86","7.8","","1935-08-01","","Drama"
"965","39 Steps, The","0026029","86","7.8","","1935-08-01","","Mystery"
"965","39 Steps, The","0026029","86","7.8","","1935-08-01","","Thriller"
"1340","Bride of Frankenstein, The (Bride of Frankenstein)","0026138","75","7.9","2000000","1935-04-19","393750","Sci-Fi"
"1340","Bride of Frankenstein, The (Bride of Frankenstein)","0026138","75","7.9","2000000","1935-04-19","393750","Drama"
"1340","Bride of Frankenstein, The (Bride of Frankenstein)","0026138","75","7.9","2000000","1935-04-19","393750","Horror"
"8167","Captain Blood","0026174","119","7.8","","1935-12-28","1200000","Adventure"
"8167","Captain Blood","0026174","119","7.8","","1935-12-28","1200000","Romance"
"8167","Captain Blood","0026174","119","7.8","","1935-12-28","1200000","Action"
"87383","Curly Top","0026252","75","6.9","","1935-07-26","","Musical"
"87383","Curly Top","0026252","75","6.9","","1935-07-26","","Children"
"87383","Curly Top","0026252","75","6.9","","1935-07-26","","Romance"
"8572","Littlest Rebel, The","0026641","73","7.0","","1935-12-27","","Children"
"8572","Littlest Rebel, The","0026641","73","7.0","","1935-12-27","","Drama"
"1931","Mutiny on the Bounty","0026752","132","7.8","4460000","","1950000","Adventure"
"1931","Mutiny on the Bounty","0026752","132","7.8","4460000","","1950000","Drama"
"7132","Night at the Opera, A","0026778","96","8.1","","1935-11-15","","Musical"
"7132","Night at the Opera, A","0026778","96","8.1","","1935-11-15","","Comedy"
"7132","Night at the Opera, A","0026778","96","8.1","","1935-11-15","","Romance"
"99085","Our Little Girl","0026835","65","6.7","","1935-05-17","","Romance"
"99085","Our Little Girl","0026835","65","6.7","","1935-05-17","","Comedy"
"99085","Our Little Girl","0026835","65","6.7","","1935-05-17","","Drama"
"52913","Sylvia Scarlett","0027067","95","6.3","497000","1935-12-29","641000","Drama"
"52913","Sylvia Scarlett","0027067","95","6.3","497000","1935-12-29","641000","Comedy"
"52913","Sylvia Scarlett","0027067","95","6.3","497000","1935-12-29","641000","Romance"
"945","Top Hat","0027125","101","7.8","3202000","1935-09-06","609000","Musical"
"945","Top Hat","0027125","101","7.8","3202000","1935-09-06","609000","Romance"
"945","Top Hat","0027125","101","7.8","3202000","1935-09-06","609000","Comedy"
"7834","After the Thin Man","0027260","112","7.7","3165000","1936-12-25","","Romance"
"7834","After the Thin Man","0027260","112","7.7","3165000","1936-12-25","","Mystery"
"7834","After the Thin Man","0027260","112","7.7","3165000","1936-12-25","","Comedy"
"7834","After the Thin Man","0027260","112","7.7","3165000","1936-12-25","","Crime"
"47606","Captain January","0027421","77","7.2","","1936-04-17","","Comedy"
"47606","Captain January","0027421","77","7.2","","1936-04-17","","Children"
"47606","Captain January","0027421","77","7.2","","1936-04-17","","Musical"
"5098","Dimples","0027527","79","6.8","","1936-10-16","","Musical"
"4999","Dodsworth","0027532","101","8.2","","1936-09-23","","Romance"
"4999","Dodsworth","0027532","101","8.2","","1936-09-23","","Drama"
"7050","Follow the Fleet","0027630","110","7.3","","1936-02-20","","Romance"
"7050","Follow the Fleet","0027630","110","7.3","","1936-02-20","","Musical"
"7050","Follow the Fleet","0027630","110","7.3","","1936-02-20","","Comedy"
"25825","Fury","0027652","92","7.9","","1936-05-29","","Drama"
"25825","Fury","0027652","92","7.9","","1936-05-29","","Film-Noir"
"164977","The Gay Desperado","0027660","86","6.4","","1936-10-02","","Comedy"
"1932","Great Ziegfeld, The","0027698","176","6.8","","1936-04-08","","Musical"
"1932","Great Ziegfeld, The","0027698","176","6.8","","1936-04-08","","Drama"
"25826","Libeled Lady","0027884","98","7.9","","1936-10-09","","Romance"
"25826","Libeled Lady","0027884","98","7.9","","1936-10-09","","Comedy"
"961","Little Lord Fauntleroy","0027893","102","7.3","","1936-03-06","","Drama"
"3462","Modern Times","0027977","87","8.6","8500000","1936-02-25","1500000","Comedy"
"3462","Modern Times","0027977","87","8.6","8500000","1936-02-25","1500000","Romance"
"3462","Modern Times","0027977","87","8.6","8500000","1936-02-25","1500000","Drama"
"25827","Mr. Deeds Goes to Town","0027996","115","8.0","","1936-04-12","","Comedy"
"25827","Mr. Deeds Goes to Town","0027996","115","8.0","","1936-04-12","","Romance"
"947","My Man Godfrey","0028010","94","8.1","","1936-09-17","656000","Comedy"
"947","My Man Godfrey","0028010","94","8.1","","1936-09-17","656000","Romance"
"25828","Petrified Forest, The","0028096","82","7.6","","1936-02-08","","Romance"
"25828","Petrified Forest, The","0028096","82","7.6","","1936-02-08","","Drama"
"25828","Petrified Forest, The","0028096","82","7.6","","1936-02-08","","Crime"
"99089","Poor Little Rich Girl","0028118","79","7.1","","1936-07-18","","Musical"
"99089","Poor Little Rich Girl","0028118","79","7.1","","1936-07-18","","Romance"
"99089","Poor Little Rich Girl","0028118","79","7.1","","1936-07-18","","Adventure"
"2210","Sabotage","0028212","76","7.1","","1937-01-11","","Thriller"
"99273","Stowaway","0028315","87","7.2","","1936-12-25","","Adventure"
"99273","Stowaway","0028315","87","7.2","","1936-12-25","","Musical"
"7055","Swing Time","0028333","103","7.7","2600000","1936-10-12","886000","Musical"
"7055","Swing Time","0028333","103","7.7","2600000","1936-10-12","886000","Comedy"
"7055","Swing Time","0028333","103","7.7","2600000","1936-10-12","886000","Romance"
"7222","Reefer Madness (a.k.a. Tell Your Children)","0028346","66","3.8","","","100000","Comedy"
"7222","Reefer Madness (a.k.a. Tell Your Children)","0028346","66","3.8","","","100000","Drama"
"6254","Awful Truth, The","0028597","91","8.0","","1937-10-21","","Comedy"
"6254","Awful Truth, The","0028597","91","8.0","","1937-10-21","","Romance"
"1067","Damsel in Distress, A","0028757","101","7.0","","1937-11-19","","Musical"
"1067","Damsel in Distress, A","0028757","101","7.0","","1937-11-19","","Romance"
"1067","Damsel in Distress, A","0028757","101","7.0","","1937-11-19","","Comedy"
"8542","Day at the Races, A","0028772","111","7.7","","1937-06-11","","Musical"
"8542","Day at the Races, A","0028772","111","7.7","","1937-06-11","","Comedy"
"3447","Good Earth, The","0028944","138","7.8","","1937-08-06","2800000","Drama"
"3134","Grand Illusion (La grande illusion)","0028950","114","8.2","","1938-09-12","","Drama"
"3134","Grand Illusion (La grande illusion)","0028950","114","8.2","","1938-09-12","","War"
"5099","Heidi","0028988","88","7.3","","1937-10-15","","Drama"
"5099","Heidi","0028988","88","7.3","","1937-10-15","","Children"
"36553","In Old Chicago","0029047","95","6.9","","1938-04-15","10000000","Action"
"36553","In Old Chicago","0029047","95","6.9","","1938-04-15","10000000","War"
"36553","In Old Chicago","0029047","95","6.9","","1938-04-15","10000000","Drama"
"36553","In Old Chicago","0029047","95","6.9","","1938-04-15","10000000","Musical"
"4800","King Solomon's Mines","0029081","77","6.5","","1937-07-26","","Romance"
"4800","King Solomon's Mines","0029081","77","6.5","","1937-07-26","","Thriller"
